tripId,vehicleVin,driverId,timestampUtc,odometerKm,fuelConsumedL,vehicleStatus,routeCode
TRIP-29585,1FM5K8GC7HZA19585,DRV-259,2026-06-12T14:50:00,41918.3,5.0,ACTIVE,RT-PUE-VER
TRIP-29586,1FM5K8GC7HZA19586,DRV-149,2026-06-12T14:35:00,25937.4,11.8,INACTIVE,RT-PUE-VER
TRIP-29587,1FM5K8GC7HZA19587,DRV-314,2026-06-12T14:46:00,99484.9,4.1,ACTIVE,RT-GDL-MAN
TRIP-29588,1FM5K8GC7HZA19588,DRV-610,2026-06-12T14:45:00,19482.3,3.5,IN_REPAIR,RT-MTY-LDO
TRIP-29589,1FM5K8GC7HZA19589,DRV-843,2026-06-12T14:06:00,23679.6,6.4,ACTIVE,RT-CDMX-QRO
TRIP-29590,1FM5K8GC7HZA19590,DRV-352,2026-06-12T14:52:00,25086.5,26.7,ACTIVE,RT-MTY-LDO
TRIP-29591,1FM5K8GC7HZA19591,DRV-699,2026-06-12T14:45:00,31705.4,18.6,ACTIVE,RT-MTY-LDO
TRIP-29592,1FM5K8GC7HZA19592,DRV-301,2026-06-12T14:12:00,90555.7,25.7,IN_REPAIR,RT-CDMX-QRO
TRIP-29593,1FM5K8GC7HZA19593,DRV-288,2026-06-12T14:28:00,93902.5,49.0,ACTIVE,RT-PUE-VER
TRIP-29594,1FM5K8GC7HZA19594,DRV-180,2026-06-12T14:06:00,55648.9,31.4,INACTIVE,RT-CDMX-QRO
TRIP-29595,1FM5K8GC7HZA19595,DRV-365,2026-06-12T14:31:00,38097.7,11.4,IN_REPAIR,RT-CDMX-QRO
TRIP-29596,1FM5K8GC7HZA19596,DRV-408,2026-06-12T14:23:00,74875.2,9.9,ACTIVE,RT-MTY-LDO
TRIP-29597,1FM5K8GC7HZA19597,DRV-638,2026-06-12T14:29:00,36406.7,26.1,INACTIVE,RT-MTY-LDO
TRIP-29598,1FM5K8GC7HZA19598,DRV-829,2026-06-12T14:00:00,85056.6,48.3,IN_REPAIR,RT-MTY-LDO
TRIP-29599,1FM5K8GC7HZA19599,DRV-808,2026-06-12T14:37:00,9900.2,0.5,INACTIVE,RT-PUE-VER
TRIP-29600,1FM5K8GC7HZA19600,DRV-720,2026-06-12T14:39:00,65012.5,22.3,IN_REPAIR,RT-PUE-VER
TRIP-29601,1FM5K8GC7HZA19601,DRV-410,2026-06-12T14:12:00,56996.3,26.2,IN_REPAIR,RT-PUE-VER
TRIP-29602,1FM5K8GC7HZA19602,DRV-625,2026-06-12T14:59:00,19020.4,26.9,ACTIVE,RT-CDMX-QRO
TRIP-29603,1FM5K8GC7HZA19603,DRV-300,2026-06-12T14:19:00,16927.9,14.4,ACTIVE,RT-PUE-VER
TRIP-29604,1FM5K8GC7HZA19604,DRV-260,2026-06-12T14:21:00,93430.6,46.0,IN_REPAIR,RT-CDMX-QRO
TRIP-29605,1FM5K8GC7HZA19605,DRV-869,2026-06-12T14:33:00,93341.4,23.1,INACTIVE,RT-PUE-VER
TRIP-29606,1FM5K8GC7HZA19606,DRV-821,2026-06-12T14:01:00,25189.8,7.3,INACTIVE,RT-PUE-VER
TRIP-29607,1FM5K8GC7HZA19607,DRV-513,2026-06-12T14:26:00,62292.7,16.3,INACTIVE,RT-MTY-LDO
TRIP-29608,1FM5K8GC7HZA19608,DRV-483,2026-06-12T14:16:00,93665.6,37.2,ACTIVE,RT-PUE-VER
TRIP-29609,1FM5K8GC7HZA19609,DRV-662,2026-06-12T14:03:00,33164.6,6.7,ACTIVE,RT-GDL-MAN
TRIP-29610,1FM5K8GC7HZA19610,DRV-401,2026-06-12T14:36:00,3398.9,25.5,IN_REPAIR,RT-CDMX-QRO
TRIP-29611,1FM5K8GC7HZA19611,DRV-715,2026-06-12T14:56:00,45180.3,9.2,IN_REPAIR,RT-MTY-LDO
TRIP-29612,1FM5K8GC7HZA19612,DRV-449,2026-06-12T14:10:00,78449.4,29.5,ACTIVE,RT-CDMX-QRO
TRIP-29613,1FM5K8GC7HZA19613,DRV-907,2026-06-12T14:59:00,15863.1,33.6,ACTIVE,RT-MTY-LDO
TRIP-29614,1FM5K8GC7HZA19614,DRV-245,2026-06-12T14:22:00,23834.9,10.6,INACTIVE,RT-CDMX-QRO
TRIP-29615,1FM5K8GC7HZA19615,DRV-662,2026-06-12T14:31:00,65921.8,44.3,IN_REPAIR,RT-PUE-VER
TRIP-29616,1FM5K8GC7HZA19616,DRV-419,2026-06-12T14:18:00,79220.6,1.2,IN_REPAIR,RT-CDMX-QRO
TRIP-29617,1FM5K8GC7HZA19617,DRV-912,2026-06-12T14:31:00,86056.1,47.9,IN_REPAIR,RT-GDL-MAN
TRIP-29618,1FM5K8GC7HZA19618,DRV-992,2026-06-12T14:38:00,77682.7,21.6,ACTIVE,RT-GDL-MAN
TRIP-29619,1FM5K8GC7HZA19619,DRV-167,2026-06-12T14:14:00,96454.3,34.4,IN_REPAIR,RT-PUE-VER
TRIP-29620,1FM5K8GC7HZA19620,DRV-234,2026-06-12T14:29:00,81656.2,39.3,IN_REPAIR,RT-CDMX-QRO
TRIP-29621,1FM5K8GC7HZA19621,DRV-125,2026-06-12T14:35:00,17292.6,44.7,ACTIVE,RT-MTY-LDO
TRIP-29622,1FM5K8GC7HZA19622,DRV-208,2026-06-12T14:22:00,21288.8,19.2,ACTIVE,RT-CDMX-QRO
TRIP-29623,1FM5K8GC7HZA19623,DRV-636,2026-06-12T14:48:00,45214.2,38.8,ACTIVE,RT-PUE-VER
TRIP-29624,1FM5K8GC7HZA19624,DRV-407,2026-06-12T14:20:00,7794.6,33.0,INACTIVE,RT-GDL-MAN
TRIP-29625,1FM5K8GC7HZA19625,DRV-179,2026-06-12T14:31:00,49983.7,10.9,INACTIVE,RT-MTY-LDO
TRIP-29626,1FM5K8GC7HZA19626,DRV-595,2026-06-12T14:28:00,81974.6,13.4,INACTIVE,RT-CDMX-QRO
TRIP-29627,1FM5K8GC7HZA19627,DRV-750,2026-06-12T14:24:00,27514.6,16.2,IN_REPAIR,RT-GDL-MAN
TRIP-29628,1FM5K8GC7HZA19628,DRV-298,2026-06-12T14:14:00,85007.1,25.7,INACTIVE,RT-CDMX-QRO
TRIP-29629,1FM5K8GC7HZA19629,DRV-105,2026-06-12T14:45:00,58904.1,1.3,INACTIVE,RT-CDMX-QRO
TRIP-29630,1FM5K8GC7HZA19630,DRV-398,2026-06-12T14:17:00,97812.4,33.9,ACTIVE,RT-PUE-VER
TRIP-29631,1FM5K8GC7HZA19631,DRV-875,2026-06-12T14:24:00,20430.8,42.5,IN_REPAIR,RT-GDL-MAN
TRIP-29632,1FM5K8GC7HZA19632,DRV-401,2026-06-12T14:22:00,16776.2,34.0,INACTIVE,RT-MTY-LDO
TRIP-29633,1FM5K8GC7HZA19633,DRV-379,2026-06-12T14:44:00,93567.1,10.3,INACTIVE,RT-CDMX-QRO
TRIP-29634,1FM5K8GC7HZA19634,DRV-199,2026-06-12T14:41:00,37455.1,45.1,ACTIVE,RT-GDL-MAN
TRIP-29635,1FM5K8GC7HZA19635,DRV-983,2026-06-12T14:21:00,72033.0,12.6,ACTIVE,RT-GDL-MAN
TRIP-29636,1FM5K8GC7HZA19636,DRV-285,2026-06-12T14:51:00,92000.0,24.4,ACTIVE,RT-MTY-LDO
TRIP-29637,1FM5K8GC7HZA19637,DRV-305,2026-06-12T14:17:00,52576.3,5.7,INACTIVE,RT-MTY-LDO
TRIP-29638,1FM5K8GC7HZA19638,DRV-818,2026-06-12T14:22:00,53854.8,46.6,INACTIVE,RT-PUE-VER
TRIP-29639,1FM5K8GC7HZA19639,DRV-205,2026-06-12T14:11:00,65427.1,43.6,ACTIVE,RT-MTY-LDO
TRIP-29640,1FM5K8GC7HZA19640,DRV-783,2026-06-12T14:14:00,33024.6,21.5,IN_REPAIR,RT-MTY-LDO
TRIP-29641,1FM5K8GC7HZA19641,DRV-734,2026-06-12T14:41:00,69879.6,21.5,ACTIVE,RT-PUE-VER
TRIP-29642,1FM5K8GC7HZA19642,DRV-574,2026-06-12T14:13:00,2538.2,3.6,ACTIVE,RT-PUE-VER
TRIP-29643,1FM5K8GC7HZA19643,DRV-834,2026-06-12T14:08:00,10209.2,33.1,INACTIVE,RT-MTY-LDO
TRIP-29644,1FM5K8GC7HZA19644,DRV-790,2026-06-12T14:23:00,23093.6,30.1,INACTIVE,RT-MTY-LDO
TRIP-29645,1FM5K8GC7HZA19645,DRV-555,2026-06-12T14:12:00,61002.2,12.9,INACTIVE,RT-MTY-LDO
TRIP-29646,1FM5K8GC7HZA19646,DRV-595,2026-06-12T14:30:00,5003.0,39.0,INACTIVE,RT-GDL-MAN
TRIP-29647,1FM5K8GC7HZA19647,DRV-402,2026-06-12T14:08:00,28834.0,48.1,IN_REPAIR,RT-CDMX-QRO
TRIP-29648,1FM5K8GC7HZA19648,DRV-340,2026-06-12T14:47:00,65625.0,39.0,INACTIVE,RT-CDMX-QRO
TRIP-29649,1FM5K8GC7HZA19649,DRV-386,2026-06-12T14:47:00,77645.2,41.1,INACTIVE,RT-PUE-VER
TRIP-29650,1FM5K8GC7HZA19650,DRV-224,2026-06-12T14:07:00,47573.1,4.0,ACTIVE,RT-MTY-LDO
TRIP-29651,1FM5K8GC7HZA19651,DRV-185,2026-06-12T14:07:00,72096.8,7.0,INACTIVE,RT-MTY-LDO
TRIP-29652,1FM5K8GC7HZA19652,DRV-297,2026-06-12T14:39:00,70773.8,5.2,INACTIVE,RT-PUE-VER
TRIP-29653,1FM5K8GC7HZA19653,DRV-502,2026-06-12T14:30:00,71917.6,27.4,ACTIVE,RT-GDL-MAN
TRIP-29654,1FM5K8GC7HZA19654,DRV-385,2026-06-12T14:17:00,96262.2,4.4,ACTIVE,RT-CDMX-QRO
TRIP-29655,1FM5K8GC7HZA19655,DRV-223,2026-06-12T14:32:00,53179.4,25.4,ACTIVE,RT-PUE-VER
TRIP-29656,1FM5K8GC7HZA19656,DRV-972,2026-06-12T14:58:00,8991.9,13.8,INACTIVE,RT-PUE-VER
TRIP-29657,1FM5K8GC7HZA19657,DRV-593,2026-06-12T14:14:00,60039.5,30.0,INACTIVE,RT-GDL-MAN
TRIP-29658,1FM5K8GC7HZA19658,DRV-563,2026-06-12T14:14:00,67114.9,6.5,INACTIVE,RT-PUE-VER
TRIP-29659,1FM5K8GC7HZA19659,DRV-294,2026-06-12T14:45:00,93241.6,11.5,INACTIVE,RT-MTY-LDO
TRIP-29660,1FM5K8GC7HZA19660,DRV-277,2026-06-12T14:59:00,88364.1,18.2,IN_REPAIR,RT-MTY-LDO
TRIP-29661,1FM5K8GC7HZA19661,DRV-246,2026-06-12T14:54:00,63556.9,41.7,INACTIVE,RT-GDL-MAN
TRIP-29662,1FM5K8GC7HZA19662,DRV-388,2026-06-12T14:16:00,15562.3,24.1,ACTIVE,RT-CDMX-QRO
TRIP-29663,1FM5K8GC7HZA19663,DRV-349,2026-06-12T14:14:00,69065.4,41.1,IN_REPAIR,RT-MTY-LDO
TRIP-29664,1FM5K8GC7HZA19664,DRV-962,2026-06-12T14:16:00,6216.9,20.6,INACTIVE,RT-CDMX-QRO
TRIP-29665,1FM5K8GC7HZA19665,DRV-219,2026-06-12T14:57:00,84165.4,29.7,ACTIVE,RT-CDMX-QRO
TRIP-29666,1FM5K8GC7HZA19666,DRV-911,2026-06-12T14:33:00,81735.9,36.6,ACTIVE,RT-CDMX-QRO
TRIP-29667,1FM5K8GC7HZA19667,DRV-660,2026-06-12T14:46:00,89887.4,6.7,INACTIVE,RT-MTY-LDO
TRIP-29668,1FM5K8GC7HZA19668,DRV-960,2026-06-12T14:57:00,37116.3,49.5,IN_REPAIR,RT-MTY-LDO
TRIP-29669,1FM5K8GC7HZA19669,DRV-203,2026-06-12T14:54:00,64816.3,34.6,INACTIVE,RT-CDMX-QRO
TRIP-29670,1FM5K8GC7HZA19670,DRV-785,2026-06-12T14:42:00,66637.6,16.9,ACTIVE,RT-MTY-LDO
TRIP-29671,1FM5K8GC7HZA19671,DRV-472,2026-06-12T14:46:00,67240.5,47.5,IN_REPAIR,RT-PUE-VER
TRIP-29672,1FM5K8GC7HZA19672,DRV-222,2026-06-12T14:08:00,22437.1,39.4,INACTIVE,RT-GDL-MAN
TRIP-29673,1FM5K8GC7HZA19673,DRV-173,2026-06-12T14:28:00,78489.8,24.6,IN_REPAIR,RT-MTY-LDO
TRIP-29674,1FM5K8GC7HZA19674,DRV-346,2026-06-12T14:30:00,56481.0,2.5,IN_REPAIR,RT-MTY-LDO
TRIP-29675,1FM5K8GC7HZA19675,DRV-936,2026-06-12T14:56:00,82960.1,1.5,INACTIVE,RT-CDMX-QRO
TRIP-29676,1FM5K8GC7HZA19676,DRV-599,2026-06-12T14:11:00,15668.8,23.6,IN_REPAIR,RT-PUE-VER
TRIP-29677,1FM5K8GC7HZA19677,DRV-843,2026-06-12T14:40:00,23148.9,47.4,INACTIVE,RT-MTY-LDO
TRIP-29678,1FM5K8GC7HZA19678,DRV-723,2026-06-12T14:43:00,89627.7,36.6,INACTIVE,RT-GDL-MAN
TRIP-29679,1FM5K8GC7HZA19679,DRV-871,2026-06-12T14:11:00,63403.1,8.6,INACTIVE,RT-PUE-VER
TRIP-29680,1FM5K8GC7HZA19680,DRV-407,2026-06-12T14:31:00,18863.9,19.7,INACTIVE,RT-PUE-VER
TRIP-29681,1FM5K8GC7HZA19681,DRV-808,2026-06-12T14:44:00,47510.6,0.4,ACTIVE,RT-GDL-MAN
TRIP-29682,1FM5K8GC7HZA19682,DRV-911,2026-06-12T14:53:00,50415.6,26.8,IN_REPAIR,RT-GDL-MAN
TRIP-29683,1FM5K8GC7HZA19683,DRV-872,2026-06-12T14:29:00,18422.9,30.1,IN_REPAIR,RT-CDMX-QRO
TRIP-29684,1FM5K8GC7HZA19684,DRV-572,2026-06-12T14:03:00,92373.3,12.3,IN_REPAIR,RT-MTY-LDO
TRIP-29685,1FM5K8GC7HZA19685,DRV-340,2026-06-12T14:40:00,93298.2,21.8,ACTIVE,RT-GDL-MAN
TRIP-29686,1FM5K8GC7HZA19686,DRV-837,2026-06-12T14:35:00,54932.9,37.6,INACTIVE,RT-CDMX-QRO
TRIP-29687,1FM5K8GC7HZA19687,DRV-273,2026-06-12T14:23:00,13133.5,15.5,IN_REPAIR,RT-PUE-VER
TRIP-29688,1FM5K8GC7HZA19688,DRV-917,2026-06-12T14:42:00,73129.3,36.2,ACTIVE,RT-MTY-LDO
TRIP-29689,1FM5K8GC7HZA19689,DRV-871,2026-06-12T14:08:00,57771.3,19.1,IN_REPAIR,RT-CDMX-QRO
TRIP-29690,1FM5K8GC7HZA19690,DRV-415,2026-06-12T14:30:00,62044.4,34.7,ACTIVE,RT-CDMX-QRO
TRIP-29691,1FM5K8GC7HZA19691,DRV-241,2026-06-12T14:33:00,55583.3,22.5,INACTIVE,RT-GDL-MAN
TRIP-29692,1FM5K8GC7HZA19692,DRV-901,2026-06-12T14:38:00,27963.5,5.1,INACTIVE,RT-PUE-VER
TRIP-29693,1FM5K8GC7HZA19693,DRV-578,2026-06-12T14:17:00,50172.4,12.9,IN_REPAIR,RT-PUE-VER
TRIP-29694,1FM5K8GC7HZA19694,DRV-208,2026-06-12T14:35:00,26911.9,33.0,INACTIVE,RT-PUE-VER
TRIP-29695,1FM5K8GC7HZA19695,DRV-420,2026-06-12T14:40:00,84006.6,21.6,INACTIVE,RT-MTY-LDO
TRIP-29696,1FM5K8GC7HZA19696,DRV-554,2026-06-12T14:38:00,47271.9,23.6,ACTIVE,RT-PUE-VER
TRIP-29697,1FM5K8GC7HZA19697,DRV-568,2026-06-12T14:04:00,14139.8,29.8,IN_REPAIR,RT-PUE-VER
TRIP-29698,1FM5K8GC7HZA19698,DRV-376,2026-06-12T14:51:00,82242.3,19.5,IN_REPAIR,RT-MTY-LDO
TRIP-29699,1FM5K8GC7HZA19699,DRV-142,2026-06-12T14:55:00,12962.4,31.1,IN_REPAIR,RT-GDL-MAN
TRIP-29700,1FM5K8GC7HZA19700,DRV-296,2026-06-12T14:33:00,6419.7,35.4,INACTIVE,RT-GDL-MAN
TRIP-29701,1FM5K8GC7HZA19701,DRV-791,2026-06-12T14:01:00,25651.6,45.2,ACTIVE,RT-PUE-VER
TRIP-29702,1FM5K8GC7HZA19702,DRV-570,2026-06-12T14:11:00,38978.5,8.2,ACTIVE,RT-GDL-MAN
TRIP-29703,1FM5K8GC7HZA19703,DRV-965,2026-06-12T14:30:00,7084.1,13.0,IN_REPAIR,RT-CDMX-QRO
TRIP-29704,1FM5K8GC7HZA19704,DRV-419,2026-06-12T14:11:00,24460.2,32.2,INACTIVE,RT-GDL-MAN
TRIP-29705,1FM5K8GC7HZA19705,DRV-748,2026-06-12T14:21:00,75224.1,33.2,IN_REPAIR,RT-CDMX-QRO
TRIP-29706,1FM5K8GC7HZA19706,DRV-889,2026-06-12T14:17:00,89094.3,14.4,IN_REPAIR,RT-GDL-MAN
TRIP-29707,1FM5K8GC7HZA19707,DRV-132,2026-06-12T14:39:00,65136.9,46.6,IN_REPAIR,RT-GDL-MAN
TRIP-29708,1FM5K8GC7HZA19708,DRV-505,2026-06-12T14:24:00,7629.6,34.5,IN_REPAIR,RT-PUE-VER
TRIP-29709,1FM5K8GC7HZA19709,DRV-113,2026-06-12T14:21:00,89091.2,41.9,INACTIVE,RT-PUE-VER
TRIP-29710,1FM5K8GC7HZA19710,DRV-397,2026-06-12T14:56:00,18351.2,22.9,INACTIVE,RT-MTY-LDO
TRIP-29711,1FM5K8GC7HZA19711,DRV-491,2026-06-12T14:56:00,81170.8,36.3,IN_REPAIR,RT-PUE-VER
TRIP-29712,1FM5K8GC7HZA19712,DRV-642,2026-06-12T14:46:00,67120.7,46.9,ACTIVE,RT-MTY-LDO
TRIP-29713,1FM5K8GC7HZA19713,DRV-373,2026-06-12T14:40:00,49115.1,19.1,ACTIVE,RT-PUE-VER
TRIP-29714,1FM5K8GC7HZA19714,DRV-223,2026-06-12T14:02:00,43401.3,20.0,ACTIVE,RT-MTY-LDO
TRIP-29715,1FM5K8GC7HZA19715,DRV-820,2026-06-12T14:50:00,77466.5,48.6,ACTIVE,RT-MTY-LDO
TRIP-29716,1FM5K8GC7HZA19716,DRV-589,2026-06-12T14:27:00,61294.7,35.9,ACTIVE,RT-GDL-MAN
TRIP-29717,1FM5K8GC7HZA19717,DRV-756,2026-06-12T14:10:00,81098.0,45.6,ACTIVE,RT-CDMX-QRO
TRIP-29718,1FM5K8GC7HZA19718,DRV-907,2026-06-12T14:32:00,97550.1,0.3,ACTIVE,RT-PUE-VER
TRIP-29719,1FM5K8GC7HZA19719,DRV-419,2026-06-12T14:12:00,69355.3,2.7,INACTIVE,RT-GDL-MAN
TRIP-29720,1FM5K8GC7HZA19720,DRV-947,2026-06-12T14:00:00,6041.9,43.0,INACTIVE,RT-CDMX-QRO
TRIP-29721,1FM5K8GC7HZA19721,DRV-836,2026-06-12T14:27:00,96258.4,2.1,ACTIVE,RT-PUE-VER
TRIP-29722,1FM5K8GC7HZA19722,DRV-678,2026-06-12T14:17:00,47986.8,38.5,INACTIVE,RT-GDL-MAN
TRIP-29723,1FM5K8GC7HZA19723,DRV-169,2026-06-12T14:52:00,9602.9,42.4,IN_REPAIR,RT-MTY-LDO
TRIP-29724,1FM5K8GC7HZA19724,DRV-281,2026-06-12T14:04:00,5268.5,48.4,IN_REPAIR,RT-GDL-MAN
TRIP-29725,1FM5K8GC7HZA19725,DRV-116,2026-06-12T14:55:00,42429.6,35.1,IN_REPAIR,RT-CDMX-QRO
TRIP-29726,1FM5K8GC7HZA19726,DRV-328,2026-06-12T14:02:00,60306.4,21.1,ACTIVE,RT-PUE-VER
TRIP-29727,1FM5K8GC7HZA19727,DRV-792,2026-06-12T14:45:00,31754.9,22.9,INACTIVE,RT-MTY-LDO
TRIP-29728,1FM5K8GC7HZA19728,DRV-631,2026-06-12T14:03:00,1945.7,23.7,INACTIVE,RT-PUE-VER
TRIP-29729,1FM5K8GC7HZA19729,DRV-724,2026-06-12T14:50:00,75677.5,45.0,IN_REPAIR,RT-PUE-VER
TRIP-29730,1FM5K8GC7HZA19730,DRV-103,2026-06-12T14:44:00,35835.8,23.9,IN_REPAIR,RT-GDL-MAN
TRIP-29731,1FM5K8GC7HZA19731,DRV-284,2026-06-12T14:53:00,61012.4,37.7,ACTIVE,RT-CDMX-QRO
TRIP-29732,1FM5K8GC7HZA19732,DRV-665,2026-06-12T14:18:00,2497.2,26.9,INACTIVE,RT-PUE-VER
TRIP-29733,1FM5K8GC7HZA19733,DRV-327,2026-06-12T14:33:00,14050.0,28.3,ACTIVE,RT-MTY-LDO
TRIP-29734,1FM5K8GC7HZA19734,DRV-870,2026-06-12T14:47:00,18896.6,0.7,ACTIVE,RT-GDL-MAN
TRIP-29735,1FM5K8GC7HZA19735,DRV-983,2026-06-12T14:34:00,15922.1,6.7,IN_REPAIR,RT-CDMX-QRO
TRIP-29736,1FM5K8GC7HZA19736,DRV-973,2026-06-12T14:27:00,29505.2,1.9,INACTIVE,RT-GDL-MAN
TRIP-29737,1FM5K8GC7HZA19737,DRV-401,2026-06-12T14:46:00,98503.2,40.6,INACTIVE,RT-PUE-VER
TRIP-29738,1FM5K8GC7HZA19738,DRV-941,2026-06-12T14:36:00,45241.9,6.2,ACTIVE,RT-PUE-VER
TRIP-29739,1FM5K8GC7HZA19739,DRV-989,2026-06-12T14:39:00,21160.9,32.7,INACTIVE,RT-CDMX-QRO
TRIP-29740,1FM5K8GC7HZA19740,DRV-813,2026-06-12T14:59:00,25471.2,19.8,INACTIVE,RT-MTY-LDO
TRIP-29741,1FM5K8GC7HZA19741,DRV-127,2026-06-12T14:48:00,64365.7,37.0,ACTIVE,RT-GDL-MAN
TRIP-29742,1FM5K8GC7HZA19742,DRV-534,2026-06-12T14:21:00,90839.3,39.4,IN_REPAIR,RT-GDL-MAN
TRIP-29743,1FM5K8GC7HZA19743,DRV-477,2026-06-12T14:31:00,47674.9,8.8,ACTIVE,RT-CDMX-QRO
TRIP-29744,1FM5K8GC7HZA19744,DRV-176,2026-06-12T14:02:00,38947.0,41.7,IN_REPAIR,RT-CDMX-QRO
TRIP-29745,1FM5K8GC7HZA19745,DRV-895,2026-06-12T14:17:00,51684.3,48.4,IN_REPAIR,RT-PUE-VER
TRIP-29746,1FM5K8GC7HZA19746,DRV-143,2026-06-12T14:19:00,51645.2,21.3,ACTIVE,RT-PUE-VER
TRIP-29747,1FM5K8GC7HZA19747,DRV-632,2026-06-12T14:44:00,38026.2,8.2,INACTIVE,RT-PUE-VER
TRIP-29748,1FM5K8GC7HZA19748,DRV-350,2026-06-12T14:04:00,94022.2,22.4,ACTIVE,RT-CDMX-QRO
TRIP-29749,1FM5K8GC7HZA19749,DRV-381,2026-06-12T14:51:00,61643.4,47.2,ACTIVE,RT-GDL-MAN
TRIP-29750,1FM5K8GC7HZA19750,DRV-811,2026-06-12T14:33:00,64284.1,45.6,INACTIVE,RT-GDL-MAN
TRIP-29751,1FM5K8GC7HZA19751,DRV-882,2026-06-12T14:48:00,73465.2,35.1,INACTIVE,RT-CDMX-QRO
TRIP-29752,1FM5K8GC7HZA19752,DRV-835,2026-06-12T14:45:00,62517.3,39.3,ACTIVE,RT-MTY-LDO
TRIP-29753,1FM5K8GC7HZA19753,DRV-242,2026-06-12T14:31:00,74928.2,29.2,IN_REPAIR,RT-CDMX-QRO
TRIP-29754,1FM5K8GC7HZA19754,DRV-565,2026-06-12T14:27:00,79897.7,16.0,INACTIVE,RT-CDMX-QRO
TRIP-29755,1FM5K8GC7HZA19755,DRV-711,2026-06-12T14:15:00,29895.4,28.0,INACTIVE,RT-MTY-LDO
TRIP-29756,1FM5K8GC7HZA19756,DRV-666,2026-06-12T14:54:00,92742.7,45.1,IN_REPAIR,RT-MTY-LDO
TRIP-29757,1FM5K8GC7HZA19757,DRV-751,2026-06-12T14:00:00,50225.3,32.1,IN_REPAIR,RT-PUE-VER
TRIP-29758,1FM5K8GC7HZA19758,DRV-595,2026-06-12T14:19:00,42545.2,6.7,ACTIVE,RT-CDMX-QRO
TRIP-29759,1FM5K8GC7HZA19759,DRV-339,2026-06-12T14:31:00,12277.1,10.0,IN_REPAIR,RT-GDL-MAN
TRIP-29760,1FM5K8GC7HZA19760,DRV-195,2026-06-12T14:24:00,72603.2,3.2,IN_REPAIR,RT-CDMX-QRO
TRIP-29761,1FM5K8GC7HZA19761,DRV-691,2026-06-12T14:43:00,34124.2,9.6,INACTIVE,RT-GDL-MAN
TRIP-29762,1FM5K8GC7HZA19762,DRV-438,2026-06-12T14:59:00,82341.3,16.7,IN_REPAIR,RT-PUE-VER
TRIP-29763,1FM5K8GC7HZA19763,DRV-722,2026-06-12T14:13:00,90871.5,21.5,IN_REPAIR,RT-MTY-LDO
TRIP-29764,1FM5K8GC7HZA19764,DRV-383,2026-06-12T14:16:00,97189.4,8.1,INACTIVE,RT-GDL-MAN
TRIP-29765,1FM5K8GC7HZA19765,DRV-819,2026-06-12T14:30:00,84035.2,30.4,INACTIVE,RT-CDMX-QRO
TRIP-29766,1FM5K8GC7HZA19766,DRV-764,2026-06-12T14:57:00,20396.4,9.2,IN_REPAIR,RT-PUE-VER
TRIP-29767,1FM5K8GC7HZA19767,DRV-235,2026-06-12T14:26:00,90286.3,22.7,INACTIVE,RT-GDL-MAN
TRIP-29768,1FM5K8GC7HZA19768,DRV-819,2026-06-12T14:49:00,41747.8,47.8,INACTIVE,RT-PUE-VER
TRIP-29769,1FM5K8GC7HZA19769,DRV-116,2026-06-12T14:51:00,19584.9,33.4,INACTIVE,RT-MTY-LDO
TRIP-29770,1FM5K8GC7HZA19770,DRV-367,2026-06-12T14:07:00,58631.3,46.7,ACTIVE,RT-CDMX-QRO
TRIP-29771,1FM5K8GC7HZA19771,DRV-947,2026-06-12T14:16:00,96933.1,24.6,ACTIVE,RT-MTY-LDO
TRIP-29772,1FM5K8GC7HZA19772,DRV-903,2026-06-12T14:36:00,42459.1,34.4,INACTIVE,RT-PUE-VER
TRIP-29773,1FM5K8GC7HZA19773,DRV-558,2026-06-12T14:34:00,62251.1,14.3,IN_REPAIR,RT-CDMX-QRO
TRIP-29774,1FM5K8GC7HZA19774,DRV-655,2026-06-12T14:35:00,66774.7,30.8,ACTIVE,RT-GDL-MAN
TRIP-29775,1FM5K8GC7HZA19775,DRV-951,2026-06-12T14:09:00,25365.8,35.1,INACTIVE,RT-GDL-MAN
TRIP-29776,1FM5K8GC7HZA19776,DRV-171,2026-06-12T14:33:00,96268.8,19.1,ACTIVE,RT-MTY-LDO
TRIP-29777,1FM5K8GC7HZA19777,DRV-218,2026-06-12T14:44:00,62329.7,41.6,ACTIVE,RT-GDL-MAN
TRIP-29778,1FM5K8GC7HZA19778,DRV-451,2026-06-12T14:17:00,95026.1,13.3,IN_REPAIR,RT-PUE-VER
TRIP-29779,1FM5K8GC7HZA19779,DRV-753,2026-06-12T14:47:00,87267.6,19.2,IN_REPAIR,RT-GDL-MAN
TRIP-29780,1FM5K8GC7HZA19780,DRV-260,2026-06-12T14:56:00,75763.4,18.1,INACTIVE,RT-GDL-MAN
TRIP-29781,1FM5K8GC7HZA19781,DRV-488,2026-06-12T14:36:00,20907.1,1.6,INACTIVE,RT-CDMX-QRO
TRIP-29782,1FM5K8GC7HZA19782,DRV-812,2026-06-12T14:53:00,5369.4,36.1,ACTIVE,RT-PUE-VER
TRIP-29783,1FM5K8GC7HZA19783,DRV-911,2026-06-12T14:30:00,28596.2,19.9,INACTIVE,RT-PUE-VER
TRIP-29784,1FM5K8GC7HZA19784,DRV-797,2026-06-12T14:37:00,9713.9,16.6,ACTIVE,RT-CDMX-QRO
